500 1000
214 308 3714
215 397 418
216 221 2023
217 331 3192
218 287 33
219 332 4622
220 274 1508
221 435 1430
222 337 3279
223 369 4049
224 414 6837
225 442 1793
226 378 6148
227 359 317
228 320 2703
229 381 9587
230 489 1993
231 441 7191
232 362 7300
233 281 4062
234 374 4632
235 322 6852
236 265 1915
237 256 459
238 490 523
239 379 5445
240 268 2548
241 352 6172
242 370 268
243 274 3857
244 392 4427
245 285 9519
246 436 7942
247 372 2544
248 292 7995
249 254 7093
250 305 5158
251 358 2851
252 269 2780
253 290 3086
254 332 6114
255 270 8277
256 283 9142
257 499 5027
258 396 4864
259 325 7634
260 312 1525
261 459 1661
262 267 4875
263 299 6196
264 312 8236
265 283 2572
266 277 7732
267 443 1093
268 465 5457
269 458 8111
270 389 3383
271 294 4337
272 305 9296
273 441 3349
274 376 4640
275 456 2133
276 317 8238
277 491 946
278 448 3267
279 492 1185
280 497 1753
281 418 541
282 467 5864
283 407 7668
284 475 500
285 470 6459
286 490 2516
287 295 5879
288 483 6949
289 318 8966
290 452 8285
291 314 6236
292 395 3229
293 394 8632
294 406 4872
295 419 7649
296 411 1302
297 371 7180
298 311 3323
299 495 5430
300 486 2046
301 439 6593
302 390 2505
303 390 7345
304 336 1060
305 316 8300
306 313 6647
307 463 5756
308 409 6290
309 430 4757
310 427 5943
311 456 1806
312 358 3909
313 491 679
314 430 6009
315 483 3711
316 468 7021
317 465 8868
318 429 9474
319 377 1280
320 381 1895
321 487 3202
322 488 9014
323 326 3820
324 377 5298
325 495 393
326 473 3262
327 362 3012
328 450 6734
329 400 2521
330 356 6200
331 484 4726
332 491 4310
333 419 6199
334 359 2926
335 433 8108
336 407 4381
337 347 1704
338 390 7504
339 389 2303
340 447 7640
341 473 6809
342 357 5582
343 415 5663
344 492 471
345 400 7511
346 470 9573
347 388 2760
348 399 3906
349 364 5701
350 434 5791
351 437 9872
352 392 5111
353 420 2583
354 441 9283
355 428 2492
356 483 2514
357 446 3463
358 435 2417
359 447 6642
360 422 7222
361 444 5585
362 479 618
363 474 4047
364 385 8185
365 414 2277
366 466 5077
367 478 6478
368 383 1037
369 466 7715
370 484 8586
371 433 9892
372 416 3720
373 383 7791
374 494 6700
375 381 1348
376 435 1634
377 433 9569
378 452 5215
379 440 4636
380 476 1354
381 413 5806
382 484 1801
383 449 8560
384 484 3747
385 499 9858
386 436 7095
387 414 1114
388 487 2819
389 488 7948
390 446 5175
391 461 5612
392 439 9109
393 442 1396
394 399 4162
395 408 7591
396 478 434
397 413 3436
398 461 1009
399 420 515
400 480 327
401 483 4563
402 443 5378
403 492 6302
404 468 4711
405 497 1392
406 467 1958
407 475 4875
408 452 4
409 429 6806
410 427 1124
411 467 4268
412 433 5767
413 473 4646
414 480 8160
415 473 2290
416 446 9135
417 442 629
418 460 8461
419 499 5424
420 449 7556
421 447 3320
422 461 9064
423 488 3989
424 493 2422
425 454 2146
426 469 4056
427 490 6822
428 460 7439
429 443 9657
430 469 696
431 434 9998
432 442 6481
433 488 1613
434 491 8447
435 450 5373
436 461 5796
437 466 3377
438 477 2522
439 469 9371
440 464 1857
441 458 3744
442 446 9570
443 447 8735
444 453 3347
445 458 5106
446 482 7294
447 477 8874
448 492 7332
449 470 4978
450 478 9159
451 476 9992
452 458 640
453 462 7205
454 466 9263
455 465 5690
456 488 7800
457 464 930
458 463 619
459 494 2306
460 483 5957
461 490 6283
462 492 4351
463 493 1450
464 487 7255
465 485 7165
466 476 8261
467 480 7970
468 497 4238
469 491 1571
470 476 6118
471 494 5290
472 495 2730
473 491 6947
474 488 1156
475 493 6350
476 499 8602
477 495 1185
478 482 6402
479 494 7096
480 490 6433
481 491 6967
482 490 5562
483 494 7210
484 492 7794
485 494 2905
486 489 7634
487 490 1401
488 493 8257
489 497 2377
490 497 2639
491 493 1321
492 495 6002
493 494 514
494 496 8495
495 498 8547
496 499 1424
497 498 8376
498 499 9893
179 386 1484
188 274 7927
497 442 8903
495 106 8235
124 52 9198
299 496 7625
255 362 9754
297 346 653
62 305 1337
310 322 52
81 46 908
181 289 8555
347 491 5462
293 24 9479
22 227 2761
399 419 4467
421 62 5094
293 268 1440
91 392 3161
122 13 3326
317 133 5247
199 109 2965
281 45 2304
460 161 7496
497 58 1367
108 116 877
90 459 1435
250 248 9725
304 269 9753
55 481 9300
182 427 120
238 9 6255
327 162 3483
402 398 202
430 341 7091
452 498 5610
14 474 4477
72 291 1755
312 416 2653
446 265 3218
487 18 1531
101 6 6475
114 384 8120
432 251 5758
372 344 6531
391 345 6674
46 358 6467
3 483 9649
135 192 9975
485 90 8677
208 349 7728
457 466 6232
20 352 6571
173 293 5770
354 210 3759
305 182 4685
164 307 9772
347 30 7129
238 342 450
484 68 6475
283 114 9130
335 59 7999
323 150 6942
78 264 5990
116 374 7288
121 59 7898
244 411 6411
187 298 8664
173 62 9832
320 461 3976
390 402 5453
334 371 9947
198 175 3614
292 169 3115
467 413 6993
493 258 6960
57 116 4502
357 98 6356
4 147 2304
104 307 1850
375 492 6758
46 332 7704
396 353 6057
412 320 8852
335 142 8112
335 404 3706
99 51 2517
490 124 5561
371 404 376
48 64 5689
244 293 1243
106 166 5849
79 386 5874
314 22 8335
43 107 8072
23 117 2565
473 35 8698
71 76 2200
163 342 7040
454 46 1555
297 54 2899
119 184 7900
324 434 8808
91 142 9829
13 453 5325
32 202 5182
196 294 9077
391 193 3545
269 115 6398
407 285 9925
324 346 2239
390 287 693
323 467 2772
136 19 5176
270 114 1323
123 65 4173
404 437 5440
275 70 7766
18 139 3451
61 338 7998
209 396 5850
109 495 9771
431 97 5683
437 55 3772
4 44 2999
35 185 1351
403 88 8388
422 480 9585
118 442 6169
340 298 5080
144 476 4970
338 118 6676
7 277 8669
98 399 8513
146 419 2520
474 43 3118
344 329 1643
208 134 7181
357 390 9506
220 39 7856
156 313 4397
113 64 9198
371 279 6429
160 154 5646
271 123 59
73 190 2823
169 8 6928
11 32 8036
30 218 8217
412 395 150
231 145 5986
99 113 2156
157 413 2532
286 160 9684
400 76 4387
103 271 9147
169 37 6628
83 119 675
436 421 8090
169 339 5199
14 34 8110
70 189 2086
400 70 4774
490 67 1032
256 230 9140
321 284 3711
329 429 9521
179 491 3382
285 14 1142
123 247 6444
265 237 1620
424 49 3408
64 45 3933
10 300 6815
317 472 118
369 219 4849
354 498 965
27 494 4352
478 188 826
2 184 3044
233 473 834
91 284 5037
497 60 8896
433 137 6298
348 298 7862
325 236 2478
476 34 2785
112 71 557
482 404 5178
73 345 8827
452 9 4998
489 422 7418
172 198 2680
295 234 7866
299 499 8805
81 396 4356
425 18 9641
287 461 9493
81 107 9198
11 92 3652
302 480 3806
68 413 7274
166 369 921
412 95 7870
478 132 7208
67 42 870
50 396 2325
484 193 3811
449 419 597
39 444 8393
441 383 6206
319 242 4843
229 45 613
236 434 9728
385 139 8937
158 7 4210
225 253 835
367 116 2133
44 245 5939
391 214 9379
56 169 7595
285 144 7522
4 346 4022
436 333 7576
487 282 2618
223 272 2317
133 298 1068
52 138 9695
433 84 8234
26 43 7798
466 246 9501
273 265 7233
27 287 7449
235 489 2588
311 71 5468
305 334 9929
37 363 68
154 485 9486
455 393 4356
233 129 9626
148 332 7904
315 305 3627
293 489 5164
360 226 4533
306 106 633
208 96 5358
260 125 7568
23 386 1641
413 110 8447
259 396 58
477 183 3394
173 200 3190
376 188 5610
212 81 8821
309 377 8673
338 158 9024
76 75 7696
249 90 395
353 97 7002
416 44 2066
399 390 8487
71 120 2319
58 210 3439
56 339 5298
494 15 5109
76 222 876
215 203 3970
464 247 9661
133 145 3494
264 379 9488
334 304 9228
35 121 429
306 223 5
148 139 6209
87 34 5978
398 477 3475
344 11 313
358 345 350
27 62 1696
355 498 6093
190 344 9188
243 227 8055
379 189 2575
398 121 9456
167 325 9668
343 93 5989
11 205 8466
272 258 4603
329 136 2166
496 481 1785
108 40 5516
85 217 4360
136 363 6455
218 19 3754
157 214 9344
198 402 5811
139 485 1484
225 37 2519
218 152 5043
26 305 5506
39 23 4023
11 441 6223
123 292 896
234 317 5901
133 225 6815
421 160 6973
238 73 730
243 208 4960
237 360 974
225 229 2637
480 112 5966
489 345 5589
255 213 3745
162 498 310
393 52 9588
328 127 752
376 35 1303
32 156 1388
485 41 3002
449 461 8080
418 260 9357
352 388 3413
373 39 191
377 229 1008
423 450 5084
466 372 7874
146 220 1006
284 71 1351
398 393 3614
91 219 6399
62 36 7307
54 242 6077
219 92 5407
166 371 7021
313 390 1250
13 250 5353
305 406 9585
70 406 5395
17 445 1926
178 71 4772
213 163 6956
94 371 3938
224 241 8879
75 59 2064
430 286 5887
305 247 4692
264 99 5496
139 417 2303
289 274 8142
292 495 1752
280 342 52
73 301 6732
122 196 9111
397 459 6318
316 386 7871
57 342 3752
27 170 2314
199 256 1229
51 31 954
451 89 7818
69 219 157
360 3 617
122 21 7423
482 142 6555
107 16 8325
228 327 2573
2 363 8392
232 215 7069
180 344 1859
168 446 8034
199 274 6269
274 337 5770
421 40 3175
253 497 4266
302 371 9036
28 243 1798
93 235 5748
481 279 4812
484 204 9532
11 256 8934
314 426 7681
470 378 2689
476 15 2557
316 6 9299
418 116 7228
39 234 7763
313 58 4077
278 470 370
433 285 3235
240 219 4859
8 345 858
256 338 494
468 356 7026
443 65 210
143 237 3104
179 87 2361
32 152 3348
159 415 6401
72 327 7166
342 450 6858
179 318 741
280 195 2705
330 257 2407
359 234 9860
347 416 6384
164 176 1793
50 69 8869
137 64 5978
435 0 6655
430 496 6627
58 311 4364
42 101 7952
339 302 8234
358 90 7738
159 312 1116
401 443 2994
200 212 9524
345 446 482
183 454 2627
226 499 7220
352 390 1823
299 164 107
259 4 6922
206 253 6253
314 441 8188
12 291 152
83 187 1143
477 357 6021
370 250 2854
143 21 1699
296 22 8430
79 376 4140
499 221 564
1 485 3584
476 257 7202
468 84 3939
170 482 7723
484 64 7391
406 481 8973
106 374 7988
319 41 2774
386 472 3622
488 75 5032
340 217 6032
167 110 6533
109 144 8440
261 447 6887
289 121 9031
136 264 8039
339 403 3030
265 320 8094
235 229 4207
142 98 3040
158 450 2311
160 100 5470
75 138 7859
333 342 6379
308 352 7107
27 286 9560
348 171 6186
337 328 6330
45 236 7941
104 203 8616
143 304 4194
345 442 167
216 160 3231
172 70 8965
343 450 9901
224 44 4659
254 249 4699
324 101 6552
394 423 417
171 137 7331
290 70 6146
66 99 2433
374 423 6164
42 476 8248
307 205 8979
251 477 8164
152 357 323
303 40 8310
177 70 126
229 440 934
27 167 3030
478 469 8921
20 104 9645
94 75 5390
194 157 8580
140 3 6648
196 262 2256
11 375 8044
238 489 5454
317 270 4024
380 253 8792
77 325 2234
112 392 6131
231 343 6100
69 488 6200
54 284 2261
81 16 2072
74 257 6738
