5000 10000
208 3089 6356
209 1383 5601
210 2634 210
211 4351 6898
212 2114 7987
213 695 4143
214 823 5736
215 4538 972
216 3111 3955
217 332 2998
218 4986 3871
219 2652 9978
220 563 5921
221 2426 6807
222 4244 4043
223 2908 8893
224 4614 2799
225 625 1713
226 2712 9459
227 2343 7400
228 532 5432
229 3686 8397
230 3673 428
231 4274 41
232 2177 6463
233 848 1845
234 4158 9476
235 940 3504
236 550 2745
237 4173 8655
238 1431 7161
239 993 5179
240 1013 2054
241 344 6336
242 1326 4557
243 3230 5309
244 2801 2588
245 2715 4665
246 3704 2785
247 3229 4244
248 4309 8945
249 2000 8134
250 1385 7037
251 3160 9638
252 4672 5908
253 4264 7823
254 4970 3319
255 3592 7654
256 1265 7327
257 1111 1418
258 2825 7349
259 2541 2343
260 1619 800
261 4704 8675
262 3616 2614
263 1012 2615
264 306 7450
265 4193 8435
266 2593 4333
267 1130 4343
268 1628 8481
269 2556 3669
270 3602 3503
271 2217 8315
272 3998 6984
273 2129 2363
274 3891 3424
275 552 6614
276 971 5126
277 3855 8683
278 1803 6276
279 2809 7318
280 2415 7192
281 4572 1968
282 3716 212
283 4032 2763
284 1082 2468
285 1764 4207
286 3741 3467
287 1108 2706
288 4588 7585
289 1935 3781
290 4235 8248
291 492 7276
292 1264 603
293 3123 2851
294 880 2929
295 3128 3429
296 467 4501
297 893 5905
298 2060 9577
299 1704 7623
300 2937 8261
301 2653 4842
302 1621 2013
303 3664 8574
304 3299 4358
305 4907 2010
306 3158 6086
307 2974 4595
308 3073 9142
309 933 6445
310 650 1798
311 4453 6555
312 4261 6116
313 2640 9292
314 1865 12
315 586 4356
316 2025 1028
317 4857 1116
318 2009 5288
319 2772 2755
320 3875 2885
321 1670 2818
322 4544 72
323 1778 2802
324 1599 3125
325 2930 1951
326 2191 1167
327 1565 4612
328 4958 3859
329 2995 8562
330 4240 1132
331 4796 5653
332 3675 7832
333 2414 8122
334 753 7388
335 1875 7185
336 3069 7829
337 354 9841
338 4454 5455
339 1054 9456
340 2908 394
341 2950 7971
342 1682 5415
343 1188 5822
344 2113 862
345 3433 8629
346 4662 1934
347 3821 6754
348 2520 5408
349 620 3770
350 2314 4558
351 2642 7962
352 1193 7881
353 1454 6675
354 3765 2385
355 729 9486
356 2936 8600
357 3376 5476
358 1260 4998
359 4764 642
360 1847 9618
361 4233 3843
362 1787 1428
363 4252 5538
364 4649 2755
365 4255 3220
366 1113 4198
367 1750 2942
368 3508 547
369 1434 7193
370 2819 8271
371 4428 4452
372 3626 1161
373 2847 174
374 1763 7507
375 2416 1983
376 4009 1079
377 2142 4888
378 4287 6347
379 2116 2470
380 599 8495
381 1332 759
382 3046 6660
383 1142 623
384 4130 6202
385 2367 5161
386 487 9141
387 1933 9971
388 4310 4358
389 2233 5910
390 4105 6171
391 2957 1573
392 3443 89
393 892 7045
394 3617 5754
395 2645 431
396 1084 1325
397 592 6921
398 3248 7098
399 4422 2022
400 2010 8086
401 1368 9053
402 1873 8250
403 536 9139
404 2983 8417
405 1112 1437
406 4334 201
407 4663 6915
408 3112 6136
409 634 6341
410 3727 2479
411 4198 2001
412 3082 4447
413 516 757
414 1723 9797
415 3997 7381
416 4062 7600
417 988 1757
418 774 534
419 4499 544
420 2734 2298
421 2874 6818
422 3188 7072
423 3418 6570
424 4301 2546
425 4218 2889
426 2527 8472
427 2020 2197
428 4870 60
429 1412 8316
430 4049 3841
431 4004 2226
432 1632 485
433 946 4255
434 4465 1300
435 3628 1920
436 2782 9719
437 854 4106
438 1426 3587
439 4524 7967
440 749 2960
441 2472 7327
442 600 9027
443 833 4691
444 2023 6712
445 1509 3191
446 533 9967
447 2196 5036
448 2724 9954
449 3657 1909
450 3743 7760
451 3699 3773
452 2063 8326
453 4797 5825
454 1365 2859
455 4731 1816
456 3085 8381
457 1523 2685
458 1627 4641
459 3778 3275
460 3905 9682
461 4773 1534
462 3043 1062
463 4818 3055
464 2324 6046
465 763 6736
466 1922 9108
467 1502 8875
468 916 3776
469 2789 9268
470 2167 6835
471 1000 8036
472 2732 496
473 877 8014
474 2321 7508
475 3315 4820
476 4083 8771
477 2081 5709
478 3263 2623
479 4593 8727
480 1232 1735
481 1170 1846
482 4410 7370
483 1063 3596
484 4918 9173
485 641 6052
486 929 4551
487 4010 8072
488 3299 3745
489 2453 3010
490 1996 1070
491 885 2162
492 1242 402
493 901 1435
494 4165 5400
495 2846 4555
496 4324 6724
497 3198 7153
498 3554 6048
499 4797 5446
500 4197 934
501 1916 5506
502 2386 9795
503 3305 5524
504 1502 749
505 2348 549
506 4413 3353
507 638 3445
508 4008 228
509 3800 3386
510 3601 6642
511 4307 9747
512 3971 2324
513 2341 8356
514 2980 8210
515 1701 9182
516 3984 3357
517 3896 9069
518 1063 9839
519 4998 8729
520 3412 8535
521 2298 8861
522 3508 8802
523 3694 5901
524 1010 9323
525 3406 872
526 4652 5428
527 1446 1185
528 3527 3916
529 628 6040
530 4752 3960
531 1205 5180
532 2301 8778
533 1029 9067
534 1620 8644
535 4978 322
536 3946 4814
537 2627 9163
538 4613 7984
539 1900 9256
540 2582 2813
541 665 6962
542 4901 1258
543 4567 4949
544 3488 5641
545 3456 3515
546 4769 5612
547 1106 1536
548 3603 4438
549 3940 6363
550 2114 6501
551 3127 6593
552 2987 4659
553 4987 5714
554 4428 7470
555 1276 3513
556 3383 9904
557 4923 6235
558 1941 6107
559 1090 4715
560 2688 2953
561 3678 245
562 4693 7804
563 1087 9892
564 3082 5625
565 4877 5566
566 820 4249
567 2642 4786
568 3854 5643
569 828 8804
570 3506 5932
571 3714 2781
572 2879 7921
573 4745 2972
574 3883 5219
575 2161 2819
576 818 7318
577 938 8829
578 961 6633
579 1259 9048
580 4176 7451
581 1984 4322
582 4871 6157
583 2405 5505
584 1151 9309
585 654 3424
586 1049 9102
587 1515 5733
588 4093 3244
589 2582 3932
590 3878 3365
591 2383 9280
592 2326 7234
593 4269 2858
594 3906 5630
595 2846 6176
596 949 6833
597 3747 4775
598 1126 9742
599 2343 8258
600 2088 8424
601 3078 3370
602 3647 697
603 2812 6627
604 4981 6236
605 2228 6567
606 2557 5145
607 2974 3101
608 4324 1382
609 3362 1706
610 3960 4492
611 2382 6507
612 1533 3835
613 4643 7753
614 1287 3600
615 1975 4268
616 846 824
617 3121 8484
618 1631 9752
619 634 9930
620 2666 8011
621 3398 4970
622 2383 6389
623 1355 4973
624 2712 4474
625 3390 6289
626 1381 2903
627 2191 2414
628 2932 7876
629 4980 6087
630 1450 580
631 4175 3091
632 1574 4853
633 2525 3053
634 1496 9604
635 3604 5832
636 4382 9819
637 1105 5317
638 1518 4957
639 3342 9579
640 970 5452
641 2257 2468
642 3606 3540
643 4174 7784
644 2900 5215
645 3621 2413
646 4545 317
647 1682 709
648 3033 3919
649 1021 5597
650 2548 1346
651 3401 213
652 3910 3739
653 4217 7602
654 4389 7654
655 2102 5644
656 2003 7092
657 3186 7194
658 4181 2329
659 2988 2047
660 3814 5221
661 4395 8339
662 1747 7455
663 4304 5112
664 3563 3680
665 1611 9223
666 3958 6790
667 1693 2992
668 3276 3183
669 2943 714
670 2581 5403
671 1395 5761
672 4025 8621
673 2047 5379
674 697 6592
675 4869 9068
676 766 2473
677 4667 549
678 968 2269
679 4995 7479
680 2648 3493
681 4712 7402
682 4330 7438
683 820 4612
684 4468 4275
685 1287 1468
686 1217 1412
687 853 3320
688 1696 8938
689 4053 4082
690 3661 3642
691 4307 3047
692 1946 4459
693 2376 7757
694 2799 7456
695 1066 8697
696 1829 2339
697 1921 5289
698 903 293
699 2899 6412
700 1687 3837
701 2500 1087
702 3001 7470
703 2483 62
704 3689 8972
705 3323 5270
706 4115 967
707 4220 4767
708 3819 9587
709 1139 547
710 3166 3022
711 1089 7913
712 2275 7303
713 3661 8071
714 2866 5670
715 1823 7074
716 3300 8125
717 1594 9631
718 4906 5219
719 2867 8332
720 4847 3291
721 1032 6429
722 1450 7836
723 3094 8533
724 4018 6849
725 4780 7187
726 2709 7745
727 2771 1970
728 4228 793
729 3807 9963
730 2748 1324
731 828 8279
732 1703 875
733 1370 6703
734 1432 6099
735 3441 3588
736 4452 6220
737 2080 4279
738 1754 8762
739 3838 9496
740 2040 6397
741 1151 2301
742 4152 9107
743 1740 4797
744 1016 1260
745 1706 1430
746 4899 6697
747 4111 1140
748 2952 7385
749 4634 9930
750 3359 3175
751 3805 2512
752 2267 108
753 3010 1879
754 1974 9806
755 4230 1605
756 4737 7160
757 3273 3793
758 2212 3604
759 1025 9256
760 2662 4518
761 4598 9501
762 2330 4707
763 1900 1986
764 823 4032
765 3090 8499
766 2779 1508
767 2589 4979
768 4440 8412
769 2796 1259
770 1337 6873
771 2131 4899
772 1843 3504
773 1424 1312
774 2035 897
775 3700 2837
776 4812 5140
777 3337 8292
778 4194 6028
779 4198 7771
780 3684 8717
781 1785 8963
782 1356 5729
783 3391 9191
784 4830 4081
785 1509 1943
786 1204 4786
787 1682 5187
788 935 3437
789 2470 2403
790 2905 4039
791 4356 5312
792 3879 1602
793 939 3835
794 2996 2156
795 3071 8989
796 1536 2225
797 1024 7424
798 4448 4469
799 2479 1671
800 1474 5114
801 3555 52
802 4335 8763
803 3310 364
804 3906 3099
805 3456 6437
806 1180 7095
807 2539 1650
808 1530 6862
809 4869 5782
810 1387 4918
811 2033 4180
812 1963 5471
813 1675 6723
814 3944 8080
815 3857 1616
816 4589 9312
817 1610 1632
818 1058 3246
819 1889 7020
820 991 3850
821 3583 1575
822 2383 6912
823 2872 3174
824 1625 7342
825 1601 7558
826 3170 582
827 3470 4029
828 4284 5106
829 1875 1353
830 4227 1462
831 1860 9054
832 2416 8918
833 3635 6577
834 2041 9419
835 2897 8665
836 3256 6209
837 3237 4915
838 4502 5206
839 4283 7072
840 1546 6954
841 4252 733
842 3550 6651
843 1580 824
844 2792 7992
845 1150 9387
846 1833 5714
847 1196 3581
848 3429 5576
849 4313 3711
850 1462 3430
851 1489 1140
852 1999 401
853 1807 1925
854 4477 6562
855 1454 612
856 2521 7516
857 1273 1221
858 2307 6762
859 2294 3899
860 2656 726
861 1432 3936
862 3602 7606
863 2161 7167
864 3805 9111
865 2100 2916
866 4206 3980
867 3250 4286
868 2462 2551
869 1039 5563
870 3528 1711
871 1829 8164
872 2622 9247
873 4872 910
874 2489 5826
875 4865 597
876 1722 435
877 2195 9703
878 4609 9582
879 1850 6565
880 2253 4391
881 4764 7065
882 3119 3829
883 2436 9566
884 2612 2424
885 2870 7255
886 4015 5722
887 3728 7751
888 2012 5703
889 4031 7140
890 2049 8358
891 3436 5411
892 4317 5038
893 4212 9569
894 4045 9792
895 3977 9256
896 1964 8798
897 2712 3577
898 1431 5600
899 1830 391
900 1239 4824
901 1831 4807
902 1558 6080
903 3084 9810
904 4831 6858
905 1520 3025
906 1380 7349
907 2090 2257
908 4916 8968
909 1439 7832
910 2378 4775
911 4341 8027
912 4020 5323
913 1866 9462
914 2103 9979
915 4437 9893
916 3891 8059
917 1767 326
918 1347 1435
919 1532 6416
920 4760 1440
921 2076 6835
922 1253 7338
923 1435 3514
924 4885 5415
925 1523 6524
926 2939 3233
927 3657 2263
928 4810 4093
929 4439 9374
930 1809 20
931 3406 1469
932 1301 9991
933 3520 2370
934 4601 2882
935 1459 2127
936 4477 3105
937 4205 4963
938 2616 7964
939 4707 7186
940 4958 1365
941 3146 2449
942 3035 3444
943 1114 3562
944 1729 567
945 3315 5956
946 2365 3148
947 3987 3743
948 4088 8484
949 3036 1894
950 2539 6148
951 2053 388
952 1135 8542
953 3629 2768
954 4676 3268
955 3911 4154
956 3027 8788
957 3702 3068
958 1171 463
959 4055 2111
960 3226 8605
961 4513 1417
962 3028 8930
963 1662 8442
964 1402 9674
965 3529 2633
966 1907 7503
967 1676 3054
968 2388 1494
969 1018 1526
970 1561 4776
971 2976 188
972 4418 9805
973 2020 5060
974 4087 6740
975 4423 721
976 2080 3700
977 1360 3578
978 1754 9509
979 1527 2436
980 3638 4390
981 4119 2464
982 3185 4006
983 1402 2531
984 4768 5514
985 2229 8530
986 2929 1024
987 1897 776
988 4269 972
989 4041 8215
990 3405 7419
991 1259 585
992 4418 5395
993 3677 5417
994 4777 9088
995 3781 9912
996 1817 383
997 2240 1115
998 3460 9221
999 4946 9334
1000 2429 5644
1001 2988 3203
1002 2292 9736
1003 3791 2161
1004 2501 8927
1005 1612 8019
1006 1388 3800
1007 2221 3427
1008 3794 9224
1009 1074 3906
1010 4363 1508
1011 2829 1961
1012 3267 2481
1013 4625 3904
1014 4620 201
1015 2210 9445
1016 3254 7874
1017 1564 3068
1018 4992 6421
1019 3520 9870
1020 1746 3901
1021 4812 4933
1022 1767 6511
1023 1529 2945
1024 3419 8388
1025 1125 4977
1026 2383 7865
1027 1498 6705
1028 3355 5580
1029 2158 2358
1030 1545 6162
1031 4148 137
1032 4976 3647
1033 1526 5140
1034 3765 6241
1035 4003 9802
1036 3028 4329
1037 1976 5785
1038 2687 8966
1039 3250 3200
1040 3091 6316
1041 3387 8551
1042 4775 7280
1043 1166 5185
1044 4364 2321
1045 2852 8536
1046 1933 3166
1047 4614 9197
1048 1428 1908
1049 1095 7255
1050 3762 9048
1051 1061 7192
1052 1701 4406
1053 2132 6089
1054 1900 2395
1055 3779 9061
1056 2823 2054
1057 2561 5251
1058 4335 1803
1059 4981 206
1060 2458 3412
1061 3301 9685
1062 1545 9131
1063 3195 7421
1064 3003 173
1065 4367 7310
1066 4316 4754
1067 4204 8267
1068 1399 5341
1069 4334 9350
1070 4486 4764
1071 1703 6234
1072 4691 1449
1073 1390 5387
1074 2132 229
1075 2902 4019
1076 1870 9653
1077 2162 1727
1078 3574 5008
1079 1718 2407
1080 1967 2492
1081 1437 8551
1082 2038 9154
1083 4222 4673
1084 2380 1747
1085 1093 6399
1086 1864 8778
1087 2790 6637
1088 4702 4176
1089 1889 7545
1090 3908 9802
1091 3443 5802
1092 1357 189
1093 2555 3623
1094 4741 9150
1095 4728 1042
1096 3460 5240
1097 1609 4127
1098 3723 7600
1099 3348 700
1100 3071 3188
1101 2043 6963
1102 2459 6260
1103 2929 4411
1104 3090 3267
1105 4933 6033
1106 4730 6640
1107 2853 2995
1108 3403 703
1109 3312 4750
1110 3805 5675
1111 2986 9305
1112 2145 9280
1113 2464 3700
1114 1851 2797
1115 3760 3846
1116 1320 7446
1117 4775 9793
1118 3030 2347
1119 1553 9241
1120 3011 6239
1121 3268 5008
1122 2672 228
1123 4050 4727
1124 3355 3060
1125 1140 5579
1126 2709 8815
1127 2326 5642
1128 3192 9063
1129 4839 7362
1130 4581 7488
1131 1912 4275
1132 2322 680
1133 1814 1889
1134 4986 3146
1135 3004 3170
1136 3116 3729
1137 2109 3053
1138 2407 2726
1139 2938 8406
1140 2193 2689
1141 3085 406
1142 3759 5810
1143 1587 580
1144 2588 3511
1145 2986 6219
1146 4913 8001
1147 3017 751
1148 4452 4126
1149 3239 2524
1150 2337 9561
1151 1276 4330
1152 3467 1158
1153 3495 555
1154 3164 9962
1155 2523 8874
1156 3830 4230
1157 4724 9155
1158 4074 6305
1159 3037 7014
1160 3666 2971
1161 2489 8735
1162 1418 8484
1163 2748 4791
1164 1752 5267
1165 2674 2053
1166 3001 8689
1167 3927 582
1168 1401 2601
1169 3802 7843
1170 1510 5697
1171 2353 2779
1172 1315 8165
1173 4920 383
1174 1456 2889
1175 1907 6098
1176 4743 8594
1177 3580 6776
1178 1825 8204
1179 3447 6665
1180 1567 3349
1181 2418 7784
1182 1186 3773
1183 4517 5908
1184 2990 878
1185 2209 3712
1186 4713 6594
1187 4011 5614
1188 4559 2770
1189 3962 4557
1190 4624 7993
1191 4168 2103
1192 3673 9618
1193 2737 5466
1194 3562 7887
1195 2251 9479
1196 4570 3120
1197 2416 3492
1198 1769 193
1199 4238 9402
1200 2306 6183
1201 1942 3628
1202 1875 8948
1203 3462 6793
1204 2983 9283
1205 3024 1331
1206 3545 7961
1207 1328 9751
1208 4100 5135
1209 3898 91
1210 2723 8635
1211 2271 5377
1212 4769 3469
1213 2495 4085
1214 4275 426
1215 4310 8529
1216 2350 1503
1217 2612 2991
1218 3460 5105
1219 2099 6822
1220 2442 1595
1221 4553 1186
1222 4997 7560
1223 3660 3911
1224 2667 5663
1225 3501 2145
1226 3843 6285
1227 4020 6290
1228 2642 7664
1229 3926 8895
1230 1436 6660
1231 3292 5383
1232 1255 87
1233 4023 5903
1234 3531 4697
1235 2705 5745
1236 1287 5454
1237 4076 7812
1238 3372 1263
1239 4281 7838
1240 4141 9287
1241 2430 561
1242 2121 2888
1243 1546 3536
1244 1301 3471
1245 4809 2870
1246 3001 771
1247 2152 1500
1248 3011 4536
1249 2705 8003
1250 1859 2056
1251 2202 8378
1252 1315 3691
1253 3089 127
1254 2268 9249
1255 4361 5220
1256 3615 4059
1257 2644 9876
1258 4399 7591
1259 2891 8194
1260 3202 9605
1261 4363 9030
1262 2904 4569
1263 2680 6467
1264 2456 3944
1265 2058 3881
1266 1940 7141
1267 4756 289
1268 2038 64
1269 4273 7736
1270 4258 8140
1271 2444 4474
1272 3132 8730
1273 3668 7727
1274 4726 6857
1275 4619 5757
1276 4803 8603
1277 2015 3427
1278 2622 4869
1279 4427 8371
1280 1382 6893
1281 1833 5767
1282 1934 9205
1283 3147 861
1284 4200 1206
1285 2962 3039
1286 2962 1901
1287 1417 79
1288 1988 3088
1289 4751 8743
1290 3950 5316
1291 2439 7763
1292 3138 8135
1293 1356 6172
1294 3727 5966
1295 3159 6194
1296 3521 9335
1297 4057 9790
1298 4273 8707
1299 4268 8334
1300 4494 7292
1301 4342 4897
1302 4169 3690
1303 3452 9153
1304 4729 9712
1305 1348 6491
1306 3979 1705
1307 2274 8878
1308 3629 6906
1309 3149 7899
1310 4449 46
1311 3531 1233
1312 2223 8619
1313 2817 8183
1314 3487 897
1315 3646 3362
1316 2299 7461
1317 1353 5837
1318 2631 5766
1319 2594 7422
1320 4457 2875
1321 1731 898
1322 2318 8698
1323 2956 8686
1324 1390 3369
1325 2541 2487
1326 4905 5289
1327 1587 8079
1328 3701 3106
1329 2655 4207
1330 4196 5444
1331 1529 9687
1332 2182 4374
1333 4760 5746
1334 3984 2682
1335 3358 4969
1336 1900 6766
1337 3494 424
1338 3639 1263
1339 1388 7833
1340 2702 6713
1341 3057 6710
1342 2266 7345
1343 2998 86
1344 4191 4501
1345 4347 3988
1346 4956 2077
1347 4378 8828
1348 1779 4486
1349 2462 8074
1350 2047 4051
1351 3749 4191
1352 1569 7079
1353 3815 579
1354 2987 4238
1355 4214 1807
1356 1469 824
1357 3296 9107
1358 4843 6645
1359 1968 1462
1360 4605 3275
1361 3591 731
1362 3430 2482
1363 4264 2760
1364 4415 3079
1365 2257 8197
1366 2659 1750
1367 3308 9057
1368 1763 2447
1369 3690 3896
1370 1978 9246
1371 3836 4201
1372 1827 4736
1373 2343 6112
1374 2329 4651
1375 4453 7334
1376 1671 5735
1377 1614 9895
1378 2536 1017
1379 2285 9773
1380 2798 6438
1381 1742 984
1382 2542 8508
1383 2192 5338
1384 2848 6424
1385 2903 9109
1386 4686 2287
1387 3565 2215
1388 1922 7541
1389 4576 6372
1390 1606 360
1391 4773 1195
1392 3592 7641
1393 4824 3357
1394 2952 3170
1395 2013 9274
1396 4111 7557
1397 3398 9440
1398 3360 584
1399 3262 9090
1400 2298 1725
1401 4630 4755
1402 4930 3844
1403 3745 9171
1404 2420 4411
1405 3655 2516
1406 4164 8867
1407 4931 5413
1408 1516 8746
1409 1519 7477
1410 3460 4525
1411 1536 5645
1412 4081 4556
1413 3491 2402
1414 3923 2950
1415 4083 5014
1416 3461 9174
1417 4494 1691
1418 3929 1780
1419 4220 464
1420 1514 8058
1421 1587 8387
1422 4226 6529
1423 3561 9476
1424 2313 2153
1425 4205 5282
1426 4090 4442
1427 2810 9671
1428 4956 8644
1429 4630 7951
1430 4582 4639
1431 2470 7739
1432 4628 8302
1433 4043 3915
1434 2883 1401
1435 2440 8891
1436 4674 6324
1437 1612 9635
1438 1845 7418
1439 3929 7837
1440 4164 3125
1441 2833 5488
1442 1928 5702
1443 4035 3852
1444 2483 9207
1445 3213 659
1446 4412 3697
1447 4241 3414
1448 4155 6689
1449 4886 7510
1450 3373 8623
1451 3022 8024
1452 4850 4691
1453 2315 5451
1454 2517 2111
1455 4830 4292
1456 2314 2725
1457 4045 7646
1458 4853 6465
1459 3063 4417
1460 3512 1257
1461 3377 7122
1462 2550 5574
1463 2019 6864
1464 3268 6310
1465 1592 8742
1466 4572 1744
1467 2221 8456
1468 3074 3454
1469 3851 9906
1470 2255 6954
1471 2609 3193
1472 3629 2376
1473 4054 6435
1474 4386 1154
1475 2747 7710
1476 4461 3516
1477 2788 1092
1478 3066 3263
1479 3699 2527
1480 4674 1100
1481 4059 1363
1482 3253 2844
1483 2238 8695
1484 2583 5092
1485 2628 5589
1486 4991 6878
1487 3135 2060
1488 4043 6550
1489 4014 7990
1490 1811 5088
1491 2924 1487
1492 3774 5013
1493 4604 7561
1494 3837 2232
1495 2002 4190
1496 3063 825
1497 2167 3383
1498 4287 8492
1499 4283 3190
1500 2215 7093
1501 3686 7463
1502 1669 4533
1503 4062 9097
1504 3173 7917
1505 4359 3465
1506 3797 2799
1507 1694 3868
1508 3608 992
1509 2821 9866
1510 4088 7616
1511 4822 5204
1512 3258 9323
1513 1615 3590
1514 4259 5733
1515 3127 784
1516 2371 7119
1517 2465 5588
1518 3759 4276
1519 2358 7906
1520 2250 35
1521 3683 8663
1522 1586 1657
1523 4201 5800
1524 2600 8399
1525 3396 8954
1526 2956 8078
1527 4807 5593
1528 1997 4092
1529 3346 9630
1530 2043 564
1531 4767 8858
1532 2736 598
1533 3556 5085
1534 3942 6518
1535 4213 5352
1536 4221 3646
1537 1872 1065
1538 2081 1766
1539 1865 372
1540 3875 2458
1541 1835 2823
1542 4791 6612
1543 1993 3698
1544 4220 3575
1545 3846 3778
1546 2087 3282
1547 2689 3375
1548 4749 4029
1549 3425 9113
1550 2169 6343
1551 4956 7729
1552 4091 7384
1553 3863 2616
1554 1714 2960
1555 4110 5667
1556 4562 5458
1557 4815 8871
1558 4298 6435
1559 2082 3896
1560 3678 6215
1561 1786 6047
1562 3841 2317
1563 4429 960
1564 4490 5155
1565 3852 7510
1566 3003 9778
1567 3898 5906
1568 3292 1720
1569 2426 6018
1570 2177 7182
1571 4020 6601
1572 3947 1288
1573 4307 9903
1574 3588 6172
1575 2196 5615
1576 3473 5502
1577 4673 2043
1578 2366 190
1579 4193 5897
1580 4913 9390
1581 4930 773
1582 3087 8074
1583 4393 4356
1584 3567 7025
1585 4110 5439
1586 4683 6767
1587 3518 3133
1588 2353 4001
1589 1719 4976
1590 4068 3589
1591 4525 6719
1592 1730 3982
1593 2237 2699
1594 4150 216
1595 2521 6875
1596 2879 5054
1597 4688 3617
1598 2208 5852
1599 2383 3772
1600 4484 8384
1601 4853 3950
1602 2089 8422
1603 3077 7281
1604 2786 7332
1605 4626 5607
1606 3144 2120
1607 3123 3806
1608 4318 8278
1609 3153 9939
1610 3089 9035
1611 2104 6815
1612 3556 3592
1613 3555 2999
1614 1931 5469
1615 2843 4269
1616 1899 216
1617 4916 5177
1618 4299 6377
1619 4579 3317
1620 2646 8227
1621 3668 6215
1622 3808 2240
1623 3165 8570
1624 4434 9876
1625 1638 4350
1626 3765 1754
1627 3394 7458
1628 4931 5038
1629 1830 5225
1630 2102 8142
1631 4862 2728
1632 4248 8505
1633 3155 2841
1634 3036 9602
1635 4481 1969
1636 3007 5521
1637 4750 5112
1638 1755 2973
1639 4231 6086
1640 4283 5445
1641 4925 6930
1642 4524 3199
1643 4572 9233
1644 4034 6198
1645 3716 2653
1646 1753 1094
1647 3763 1332
1648 3915 5746
1649 4576 9825
1650 4879 7665
1651 2800 1983
1652 3511 3178
1653 2579 9608
1654 2312 9202
1655 2283 7391
1656 2191 3639
1657 4188 5522
1658 4968 9693
1659 2725 9046
1660 4085 2047
1661 4049 1839
1662 3312 4569
1663 3540 5478
1664 2299 4732
1665 4948 1075
1666 1667 8692
1667 3427 2401
1668 2854 6728
1669 2009 4087
1670 2820 7741
1671 2585 3205
1672 2902 6578
1673 2948 6784
1674 3085 7725
1675 4277 2272
1676 1780 7996
1677 4067 1396
1678 4353 892
1679 2972 1324
1680 4052 1502
1681 2652 251
1682 3895 8998
1683 2792 1018
1684 3559 2270
1685 4367 1795
1686 2061 3540
1687 2116 5189
1688 2216 7040
1689 4430 5823
1690 1751 7748
1691 4065 3918
1692 2821 1231
1693 3193 2657
1694 2386 6463
