4136 1511
1380 1456 9093
488 1442 8297
83 1449 5579
690 227 377
1121 1438 6522
715 989 6699
391 876 9255
1361 397 2545
981 42 9435
1271 270 7299
906 642 3992
487 574 8341
367 321 286
391 653 9868
800 1100 5504
983 1014 8333
177 692 1054
1055 782 8271
454 255 7077
1058 1244 227
945 780 3207
1222 541 9665
546 287 4411
596 779 8291
535 1158 9449
1031 929 2990
536 1024 4345
585 1170 2584
1481 1050 7093
692 712 7340
1297 366 7904
1230 160 4831
115 974 4839
356 359 975
95 934 7284
939 1136 5694
990 728 8378
1492 905 852
344 521 9781
268 1408 1436
525 120 5740
1163 1131 5085
465 1163 7168
273 1172 2438
1334 312 9638
148 387 2761
559 1308 6083
797 284 8918
1272 672 1915
1316 1400 1706
99 1097 7738
636 884 4948
218 1139 2387
400 1406 7864
1321 435 3235
676 206 7094
121 879 1597
874 147 9185
1477 548 7168
483 246 2412
1443 986 1241
1278 1274 633
1273 813 1312
453 57 6530
236 1090 7766
995 969 7454
1034 35 6988
868 182 347
790 768 4203
586 103 8447
35 938 9156
785 1470 758
1499 1497 7459
1209 466 5062
320 84 2108
193 84 7070
375 1173 4668
646 1318 7675
1159 180 4653
147 1288 9323
233 1048 2907
744 863 9706
1353 581 3261
1407 259 8734
1210 1115 8291
205 821 6756
1268 1039 1489
459 684 6316
106 1098 8740
435 1385 6054
991 868 6692
736 192 4710
232 1132 2444
1239 737 539
1413 1000 707
225 1396 7597
488 833 515
374 600 2269
1494 73 9642
474 1341 838
534 600 3970
626 664 8795
168 242 3939
1119 1024 365
1072 180 2446
554 314 3601
546 742 3048
1300 1386 8903
223 1254 6372
421 1336 983
47 1404 1485
1428 398 2526
98 701 8115
54 714 4317
750 242 4077
1240 490 2148
1341 641 9298
678 76 2302
866 1445 8435
1430 66 2465
942 69 7389
103 98 4746
1167 976 4378
1330 342 9351
1078 390 2986
673 325 7093
1409 897 3662
1468 514 7842
892 963 4086
1177 1465 3428
1464 625 1119
170 188 4328
144 832 3360
490 1011 4818
1121 607 4169
1499 1325 1066
1348 1296 5334
1193 1266 217
1310 669 2426
90 1364 1282
1299 1317 1527
453 303 4540
319 473 3269
664 1016 5965
212 707 620
1375 445 6724
989 905 9019
966 566 3818
1248 360 163
1322 643 2568
1093 836 5592
181 1378 3585
1448 1214 9951
624 1360 2560
487 1507 8268
398 693 6287
1080 1396 9924
293 53 9174
447 1035 5146
901 1328 2920
314 97 8777
1438 714 8247
1437 658 5349
1305 1164 8963
133 1485 9530
774 895 9887
545 1456 602
356 54 7660
1344 986 4050
1132 1507 4342
120 102 3896
630 1275 5230
841 882 2143
792 978 516
1068 1361 6295
133 1003 4314
690 129 6789
741 1275 3963
48 1272 4804
552 760 6476
65 479 5835
1238 711 6001
1236 1138 5092
199 790 4588
260 821 7498
1033 742 2029
324 155 1010
833 93 1897
289 1045 2928
763 981 2502
51 43 5003
570 14 4692
1199 337 5485
550 940 5719
113 1241 8183
1186 198 4175
127 1062 3443
928 372 2720
119 662 6841
142 400 6158
937 1164 7396
770 76 7370
111 1350 3885
929 1100 916
304 453 7403
171 661 7058
630 261 1098
259 1444 5165
1468 855 5010
175 14 3516
592 1140 7188
662 1496 8326
1169 158 8227
77 1422 5504
591 20 9081
113 1212 4861
1252 262 673
1291 689 7674
238 1197 6228
750 303 1588
820 791 234
240 1263 5761
675 1079 3008
198 914 4362
521 396 6090
562 1123 9235
160 911 8996
1435 971 6711
1496 1086 1813
1485 1365 6100
745 415 7304
900 1120 689
3 1136 8415
1431 1259 9870
249 940 3301
1158 549 7952
5 1261 8333
1112 787 5274
1018 1502 4022
406 719 4227
1318 1041 94
273 1309 4069
1489 1435 21
297 1373 4387
1423 1228 3608
1342 634 9189
392 438 5279
321 913 8032
226 729 1197
1420 1333 1661
614 1032 5911
1174 1463 6280
578 623 2896
1066 824 3516
1339 859 8554
1312 1369 2889
916 525 7294
1084 1285 7743
1495 1458 1738
1233 924 966
1340 18 1356
423 63 9202
957 1165 813
1390 242 1172
1409 1124 9662
750 777 401
166 239 3352
1404 975 7652
898 645 380
850 686 5514
512 180 7706
321 1134 6293
1067 220 9145
27 1456 8847
268 1436 1452
180 637 3050
557 95 5911
1063 477 2285
1461 545 7408
834 746 1217
1153 480 7867
659 361 6659
543 228 2076
539 1220 2605
374 1139 8410
592 1291 9409
511 831 6232
324 1089 5765
602 1025 4185
656 1151 7
721 528 8757
1212 505 1360
592 84 7521
1092 1155 1294
1245 1394 1369
873 140 3596
87 805 867
945 1401 2785
586 1240 5431
31 65 7775
923 589 6628
243 1490 5366
1243 221 5587
710 121 1305
1373 10 6253
1415 249 428
199 945 3455
780 750 7942
262 531 1356
650 512 2317
1337 463 948
393 551 2561
795 1062 5499
1114 1490 9076
1248 1439 2309
1029 1024 4358
1405 968 3607
843 171 2844
788 313 673
852 1028 6800
96 1237 4146
778 468 7632
1199 410 5068
659 878 658
1293 80 5709
1469 124 4000
1352 48 8729
261 269 5315
1012 183 709
251 980 1452
137 609 854
1347 1333 441
436 273 2723
140 817 7258
1087 858 485
444 404 6812
371 1409 4565
1065 551 4465
1388 786 5442
30 1204 2566
906 607 8294
204 1008 3400
894 808 6046
966 573 8130
1113 350 2504
1215 1324 1843
963 22 6925
1365 467 216
45 252 7286
1107 717 7567
1052 55 460
591 309 7434
194 1460 6678
333 81 8131
1248 718 7754
1283 1370 6665
903 1021 8157
1119 514 4991
1402 576 6880
892 1042 3955
1218 104 532
909 726 1197
1099 558 5740
940 686 7788
1173 984 1319
1051 1245 1429
1496 1021 7756
222 193 1983
913 1330 3248
524 1217 4237
1287 1027 9188
980 1426 7379
708 1428 2814
320 36 9072
731 914 5276
1010 477 3121
563 800 2574
710 321 3846
481 392 6030
1355 202 7815
25 587 8491
200 985 4089
1201 760 7373
1214 694 1468
1309 95 8545
1261 1294 1862
240 18 5925
516 946 8438
1107 258 3513
992 1258 9778
1282 1072 6914
808 793 3278
456 741 7272
1412 1425 4718
556 884 4612
611 1011 9485
1485 857 3468
555 1469 8285
1271 752 2963
164 71 3438
248 441 969
572 1505 8231
1471 1223 2016
13 731 6663
1275 1277 9687
691 1179 4939
252 1041 83
859 1307 4273
690 23 5610
19 1400 7459
1447 517 5482
19 866 4318
75 13 5232
607 618 9843
796 506 3205
1375 601 3955
179 1221 4003
61 754 4665
1210 538 8029
1067 1262 9665
292 284 1614
345 412 2146
392 913 9391
1041 945 6253
653 1464 6717
436 77 7754
124 994 7913
1360 401 14
377 12 5338
1373 848 8626
675 0 249
743 689 8191
1247 1013 2886
122 434 2551
1022 834 4489
1292 465 9506
912 1237 9186
4 556 7130
745 325 6139
1403 636 8616
1325 479 6036
1090 1 8394
753 902 4133
946 33 2926
1315 1003 1924
1112 996 2884
1404 527 5410
1344 427 742
1267 1050 6025
534 1201 6911
724 766 8198
426 1258 5815
414 264 3812
471 339 167
171 591 9817
329 1198 6982
1347 148 4381
291 531 199
1430 1067 6199
305 899 2326
566 971 6726
762 1473 9977
864 1370 82
641 762 4220
1383 1114 552
275 278 9571
316 871 5599
397 987 2021
1484 463 5155
1497 487 1448
747 1189 2816
1286 41 5405
1333 1063 154
88 380 5875
430 17 7265
1025 818 9676
1396 381 9663
1063 370 7838
315 938 7845
1117 819 5555
517 1139 4583
1041 399 4626
306 455 7118
1276 542 1723
1173 918 3556
161 881 2742
497 192 557
1356 544 9785
118 832 9516
615 324 825
308 746 8740
893 508 3106
1177 693 3188
1103 941 2169
980 493 4519
1254 446 9943
573 1283 662
211 1506 1497
307 591 4553
484 1399 8198
351 517 1309
1122 472 5264
461 104 1907
790 628 9461
37 717 5937
977 2 1457
176 106 6486
1096 662 169
439 1503 9989
1100 1430 6234
1149 1009 3224
808 1076 2014
1254 1413 2919
1430 115 4498
1310 963 8512
662 536 8045
437 924 3035
1267 1177 2929
1242 710 5228
627 506 8979
1152 598 271
1446 725 1894
910 1342 510
1266 1381 4855
1467 720 1197
465 354 2328
594 650 7693
781 50 2081
97 1465 3926
152 65 4985
210 348 4064
517 1057 2922
619 1266 3368
1244 573 4490
983 1510 8933
32 86 6364
157 898 4732
1082 72 8306
309 273 1629
1188 825 9146
389 578 4806
1064 879 7947
1151 933 9042
102 1319 188
1458 520 3411
955 1459 9126
1286 74 9736
390 53 809
819 641 7591
314 1178 8539
970 1244 8557
549 1139 2425
411 57 5352
527 536 6513
650 436 6176
1168 936 1481
1169 940 8022
1211 489 2137
256 1289 3263
693 945 6591
728 522 3360
1104 524 2505
441 80 533
403 262 337
829 1453 1067
370 117 1552
900 562 1331
1145 368 8871
336 830 9816
516 845 454
207 1080 7428
1272 1424 8620
656 235 3058
1151 104 9737
221 606 5966
1146 351 9639
252 211 574
930 532 117
348 922 2135
805 496 5741
1047 61 5234
1090 365 9216
1285 160 2451
148 1298 8124
885 426 2803
600 10 6454
632 1224 1836
994 163 3739
574 1395 6638
604 890 2436
78 234 9829
451 534 9266
705 1056 4717
1168 369 4383
829 314 6904
283 788 3547
788 138 8028
58 437 7830
1479 623 6490
1082 500 2099
720 1153 2895
1462 219 5033
479 1389 4733
569 486 2920
1154 1446 163
583 723 2746
832 912 479
576 1475 4617
503 1483 5553
1189 1221 3031
1052 649 8973
1016 1183 2540
165 711 7032
809 1199 2271
857 45 8479
682 1037 6303
600 894 4010
526 1278 5347
956 294 6467
1304 1204 4509
807 1268 7005
528 235 5461
650 197 5473
742 1064 9325
661 1387 8616
1160 1437 1306
157 963 605
1212 1036 8453
1372 680 1466
704 70 423
557 13 1853
1317 225 1378
1250 898 2649
124 1505 5712
832 490 2234
819 1342 8970
490 450 8185
315 435 6510
677 1137 1373
1159 787 1999
758 1166 8056
195 1037 2744
876 340 2971
1358 820 9415
1406 1444 8522
1117 1079 4210
318 377 3909
1145 812 1476
789 1408 7060
287 28 6426
1368 636 2063
1086 147 3782
1073 936 17
1215 63 4592
324 524 5373
390 981 884
945 765 2795
1409 356 8344
1378 1350 7310
910 1111 5040
466 197 7587
993 1059 2252
888 193 6594
679 1111 3199
134 771 958
152 557 9188
1120 1156 1773
138 912 780
1028 712 1147
722 909 8063
1462 655 597
13 467 7022
1296 181 2997
704 1219 8866
164 544 8676
393 152 1193
1301 94 1961
250 203 3254
708 1058 7062
693 1247 9470
450 872 9637
1015 1378 2568
434 748 7053
814 913 5171
8 275 7019
1193 1083 5164
1172 970 2718
143 378 2440
1450 1137 837
160 789 4782
811 264 6527
368 1219 471
1331 465 3605
975 505 7594
70 1260 7249
476 453 0
1348 1284 451
538 345 8667
784 583 6912
233 92 5727
548 1455 8387
24 1284 6898
1438 1056 8029
1486 326 9163
242 1446 4107
1335 296 8797
1098 11 6808
1048 283 4913
336 814 5900
26 394 3297
569 1498 1244
950 807 8828
483 1254 187
601 1391 5626
1047 126 691
1210 204 7920
256 85 5265
1217 467 3824
642 871 9472
1225 1381 815
240 1410 537
553 1063 8120
1474 132 3018
107 258 3452
1398 600 483
711 1326 4844
1437 567 3560
1471 384 4306
466 566 2256
1028 1168 4739
776 1104 7012
1116 984 9129
70 287 2303
518 760 9102
24 14 7535
892 315 2628
29 904 8533
1398 488 4358
752 1035 5919
431 7 9263
947 807 8378
353 199 4600
1488 357 3973
1103 528 185
1312 1371 3561
98 38 2432
1050 244 7539
1288 1346 2707
452 1086 7004
905 461 7230
635 139 6428
941 697 8734
1075 370 2660
144 944 9845
700 667 9454
107 386 8202
1429 745 3959
1134 1439 1176
1446 758 713
722 1230 2362
921 1503 1927
470 749 6414
926 332 4265
996 467 9960
438 456 2449
714 680 7129
14 1006 5614
1425 374 1113
1282 751 2200
1039 1476 8516
1430 1409 9351
932 206 6239
951 958 4873
798 984 4794
318 1146 1895
1438 838 8807
553 1504 8095
120 128 8731
1381 111 5493
1404 1043 5616
276 872 2271
106 449 4990
651 35 2070
1181 257 6002
1469 215 2397
1368 339 6180
1247 56 1697
602 1258 1814
1319 482 737
597 1410 7874
45 807 7807
47 1127 1248
135 436 7480
1383 111 2334
213 621 2974
993 783 113
1300 520 5906
22 1013 1998
1284 1492 2209
923 303 6155
976 48 5932
517 21 4582
831 816 3476
1051 54 2451
1124 710 6919
1383 424 777
214 1002 254
451 103 4004
131 339 2609
1165 315 6229
659 1123 1028
1505 531 691
1008 587 6872
113 315 2975
1058 1111 8271
1037 1444 4044
876 1090 7240
1180 658 2037
578 110 8643
1322 423 8476
1360 1362 5099
1050 1228 7672
1141 339 6331
1076 1119 3898
422 1176 2494
290 1272 8042
1473 987 8715
215 963 3533
132 1157 1972
404 270 7517
842 571 972
400 370 5479
352 1507 154
487 660 1679
1471 492 6562
1248 907 8604
791 114 2049
155 1390 1236
334 840 3824
355 238 6788
1144 616 2818
962 1145 223
432 664 660
0 326 3346
924 1039 264
1005 0 3186
359 34 7971
520 1341 1794
447 1463 9422
393 1035 9331
90 1109 8906
511 215 2577
52 94 1321
1239 867 2255
599 294 7347
685 1394 3876
453 94 3104
206 539 7921
880 408 573
1248 909 5159
6 831 2719
863 1507 9778
54 498 7269
1466 173 4590
649 1421 995
1356 605 6560
973 895 3836
305 314 6822
646 1180 9737
255 298 9044
1455 438 7467
439 1025 1665
838 60 2019
1434 945 9476
680 1290 6980
700 839 224
94 814 8240
1372 876 8846
1239 131 4176
689 1491 6016
1112 1262 3812
461 192 5760
141 941 6389
751 536 5383
1377 34 4326
1226 539 8279
883 592 3434
972 1179 4765
1400 936 3480
892 22 7231
47 599 5051
54 438 4765
590 1026 8954
1436 389 4972
344 779 4772
12 330 4315
1272 292 9805
148 996 9306
596 1358 1363
72 619 6479
1354 1219 6149
382 802 6730
1037 651 6930
1400 238 211
1333 811 4502
888 1111 4465
1267 679 7123
1473 154 2598
1275 1083 6248
596 152 8052
287 285 382
239 1086 2907
1108 1214 7014
25 1084 7726
829 1350 475
1300 629 4808
751 537 5158
941 1359 8431
515 428 68
1263 351 7848
302 187 959
1347 1203 1560
447 250 5588
160 1317 3200
71 25 829
525 1351 9417
185 1023 3979
897 747 2734
48 471 7148
383 1460 6767
169 618 6825
991 237 1806
259 1313 8025
120 246 4083
1485 409 395
396 953 7970
1292 1229 954
274 211 6750
278 650 436
1192 564 9531
1395 695 9049
1123 1285 5024
813 817 9110
1219 755 3141
1353 928 5239
214 1417 89
614 340 2594
1045 63 6839
64 14 3690
1433 592 3742
595 1419 7632
375 1345 2303
1219 1083 7994
593 291 9503
1172 1325 8664
1268 731 9352
47 74 9541
1356 368 6185
1033 639 8268
653 727 4943
1242 282 5010
476 1295 6562
1459 206 4483
82 1175 4758
1054 521 8149
1490 243 1086
1498 364 8401
248 1351 5471
542 464 8645
875 1304 4861
322 162 9482
402 380 4247
1239 1073 1316
1041 570 9738
612 249 4422
1485 1171 285
471 824 8079
291 697 4989
1465 182 5228
1099 1289 9223
173 875 1075
361 1261 786
847 459 9380
825 622 7547
684 1004 1548
256 1043 7036
304 1413 453
1192 395 1209
1482 807 7378
268 699 1591
1262 1417 1366
394 881 4177
568 253 118
1342 1438 8734
841 117 2365
1331 1052 3194
1277 342 7169
104 606 2462
504 1169 9676
568 972 3861
225 1175 9573
883 603 2951
1446 12 1075
611 346 4800
1035 1506 6694
1034 939 167
927 423 9770
191 1413 951
1326 1291 2324
436 722 6832
99 1163 1223
1093 122 8831
59 1202 289
84 657 9220
474 915 7544
1442 600 986
1379 1253 9455
1237 24 7816
1367 904 3010
601 124 7000
881 31 8376
1171 631 1829
1000 1267 4415
307 1062 3543
346 1039 2614
964 17 3530
373 1275 8780
101 975 5961
503 911 8944
234 848 8019
1480 1210 2441
1384 837 7860
1163 547 2701
276 716 5198
111 285 977
580 616 5796
755 1238 8731
952 774 919
1488 1299 4277
1184 1183 25
894 762 8956
458 1109 2710
444 1204 6134
1303 1339 5112
1381 405 8307
739 1206 9550
1293 802 782
820 942 6050
1170 276 4162
1508 767 593
444 343 4487
251 126 8650
807 956 6165
23 646 8986
164 958 6393
1366 454 8056
1164 445 7659
12 1033 3861
1334 845 6983
1250 1180 800
1204 396 6074
1343 539 9960
273 427 6236
476 707 21
1052 481 5293
168 374 8724
1047 587 5322
529 422 7339
931 1505 213
1414 444 9169
774 880 4136
1492 851 8255
638 669 8432
587 520 837
263 372 94
352 311 600
1183 487 3645
1237 168 8725
112 1367 4021
1186 343 5145
78 1252 6864
1433 444 7302
8 675 7064
692 1163 4436
1138 329 5184
1342 1482 3034
1240 591 7130
331 697 4055
604 1180 3711
156 666 3724
873 509 269
743 1153 4807
818 1003 7166
1095 1117 5249
729 946 6775
399 1459 1368
1173 22 8442
1442 1012 8570
1054 1047 7341
970 1210 8543
514 248 6050
174 832 3605
1399 761 7962
1153 275 8375
531 412 3257
87 751 643
485 73 3784
1191 594 3149
1123 1478 3280
582 859 3245
1226 3 36
1195 1451 3368
437 834 5098
1355 1440 4385
447 686 300
1090 618 6185
1263 565 3068
672 1248 6837
37 823 7299
239 176 4324
61 987 2697
871 1 5492
803 1504 7740
859 1159 5710
871 403 6302
1088 775 9261
447 1276 1341
335 801 6737
932 403 7501
848 842 3364
705 460 1851
900 1049 9120
875 567 5920
527 619 2247
956 878 4042
291 1159 2067
494 1002 218
63 105 360
226 517 2415
401 796 5889
1373 85 7364
636 1133 4375
346 1393 828
1296 876 8065
468 867 6234
334 197 5272
554 3 1167
1487 997 1196
1413 383 7061
1050 864 1223
645 734 766
150 858 9354
839 538 8766
1004 1477 7841
759 856 8343
469 1499 5028
1424 262 2812
719 1280 4325
276 1221 8492
850 946 9875
719 465 9195
1333 219 110
283 585 288
199 980 9149
928 1037 7913
386 782 853
1298 54 7444
61 887 2233
1349 659 1216
1214 599 1465
77 920 1085
1316 1311 1538
1467 958 4196
206 145 4163
1316 113 8010
745 1054 1017
1143 364 102
706 386 9545
116 502 9804
1330 1461 97
742 403 8590
1115 163 1997
1085 419 1338
40 574 1419
728 237 9259
278 1451 3048
52 1039 27
186 420 9479
916 836 4474
828 710 7223
84 1290 923
137 30 5436
956 921 6358
584 638 1375
619 464 986
372 392 1544
355 1255 191
159 1195 5409
597 299 4386
313 1313 684
1269 796 1074
1448 722 6845
1070 176 3403
891 1136 2526
850 107 6666
480 159 9833
1389 375 8337
125 193 3665
19 180 9939
1451 281 3396
608 1324 6581
1332 629 301
1222 544 4687
958 120 2067
1428 305 9522
466 373 2776
449 941 2858
1236 1407 8846
1117 1421 623
359 32 8943
1187 649 721
167 1394 6672
944 802 7496
684 1155 7004
958 1153 9861
537 77 4031
591 321 8936
1278 381 7455
204 1262 1380
350 329 8746
1351 1355 9258
395 662 8157
1013 13 9870
1446 277 6208
906 595 2173
596 412 3692
275 1317 5695
785 332 5824
1097 278 1290
218 171 9273
198 1411 9355
713 1364 215
1156 426 1109
1328 1186 7119
60 16 9608
1189 1096 9918
1375 1179 1437
344 1492 9108
27 1172 842
1392 1460 3914
626 752 7933
677 188 6162
679 332 1639
153 1214 8226
81 569 7214
173 506 7762
146 1387 3072
445 1253 977
1154 865 8808
223 275 7107
472 16 498
960 1355 8766
625 84 8676
734 1468 7566
1220 923 8812
960 449 7838
1136 1241 6238
1052 1257 1334
816 1324 6634
424 165 3598
77 239 2742
244 1346 2114
20 1158 5493
629 684 6668
