2500 5000
233 1919 9513
234 1881 9352
235 2019 3636
236 1451 5752
237 1923 3932
238 1954 4042
239 652 1670
240 1908 3684
241 1573 7644
242 1163 8714
243 1272 5698
244 1110 815
245 1976 5044
246 1857 6405
247 1563 9138
248 958 2578
249 2421 987
250 1314 5971
251 379 912
252 911 4126
253 2120 8865
254 1655 8181
255 1923 1376
256 1170 8357
257 1193 6099
258 2381 8467
259 662 8259
260 2079 3813
261 1883 5616
262 2149 3483
263 1952 955
264 2317 957
265 412 8743
266 1250 7099
267 1719 1948
268 1209 8697
269 1522 5126
270 350 916
271 986 543
272 2224 1906
273 1804 9360
274 767 8685
275 2230 5023
276 550 7064
277 878 9927
278 2202 9275
279 994 3903
280 2321 3443
281 2302 7298
282 714 9287
283 2359 7350
284 1508 6593
285 1392 5344
286 1709 685
287 2282 8374
288 390 2961
289 587 817
290 1006 181
291 2214 1041
292 580 6964
293 926 9097
294 940 8603
295 1590 143
296 1169 8388
297 414 3582
298 1654 1298
299 1947 1509
300 1454 4506
301 417 1427
302 777 7343
303 1619 4150
304 1004 7248
305 1792 9404
306 1255 6888
307 954 9359
308 1806 8325
309 1198 2077
310 1478 9127
311 1718 866
312 1686 392
313 614 5999
314 1816 652
315 942 759
316 1411 8810
317 1861 3338
318 2041 7488
319 1483 9811
320 725 1318
321 622 8850
322 337 8647
323 1124 7481
324 1139 1065
325 600 866
326 1531 8095
327 360 503
328 1960 4927
329 1727 8062
330 1735 5082
331 2226 6696
332 607 7513
333 1183 6285
334 1393 6670
335 1782 9564
336 2382 2178
337 833 1072
338 1678 8875
339 447 7269
340 953 4315
341 2370 8148
342 744 6427
343 2302 5927
344 531 1828
345 1735 1941
346 1215 764
347 2174 8976
348 1906 1497
349 2491 9890
350 2171 3017
351 707 2333
352 2167 3838
353 613 6052
354 1308 6097
355 1373 5441
356 574 2260
357 2125 7721
358 614 7537
359 848 5131
360 1726 2516
361 1459 5047
362 1436 7845
363 632 6930
364 990 7566
365 1385 6611
366 1364 7766
367 1453 1396
368 2254 1279
369 1017 277
370 1633 9027
371 793 9327
372 1631 558
373 1460 7168
374 1309 5966
375 1707 1732
376 840 8409
377 1197 1092
378 2067 3401
379 1517 9375
380 2116 3966
381 886 5182
382 2374 2056
383 896 971
384 2480 7594
385 871 8403
386 1608 7734
387 2168 44
388 1183 1981
389 1120 5945
390 1255 2434
391 1777 3006
392 1436 6770
393 2455 8725
394 728 5133
395 1813 1015
396 620 5161
397 619 2098
398 1368 1402
399 724 675
400 2120 8109
401 572 2279
402 1342 6653
403 910 499
404 2353 3335
405 659 1613
406 1615 3537
407 1153 2456
408 1304 7269
409 1068 7369
410 1013 567
411 1060 8206
412 1915 80
413 1194 7203
414 2301 7204
415 1603 6923
416 965 260
417 986 2306
418 1925 2584
419 476 9655
420 1390 7928
421 2346 7744
422 2317 7186
423 1335 8482
424 2159 8460
425 2416 6000
426 694 14
427 720 4736
428 1875 7254
429 1727 5348
430 545 2748
431 1882 5861
432 863 9070
433 760 2520
434 1468 3678
435 890 5715
436 1339 2473
437 2346 4171
438 1479 229
439 1904 329
440 1095 7637
441 701 8649
442 2083 2746
443 933 3583
444 2152 4748
445 708 5724
446 720 7061
447 2362 5811
448 1431 6023
449 2323 9107
450 1619 7119
451 1859 2215
452 1023 7037
453 2491 7611
454 1983 920
455 2242 8240
456 2009 6284
457 1026 9380
458 2411 1670
459 1410 9200
460 1603 4509
461 1750 9188
462 1856 9784
463 1169 4340
464 1916 5913
465 2479 9751
466 1711 5852
467 2439 3563
468 604 5286
469 1979 3976
470 1459 7596
471 869 337
472 880 56
473 1288 1405
474 2156 3447
475 1475 3160
476 2093 9589
477 776 7037
478 537 1523
479 2136 512
480 2056 4102
481 2488 7998
482 1027 8733
483 2396 9344
484 2224 7648
485 1321 9440
486 1135 8084
487 800 493
488 1369 2747
489 1500 801
490 1161 986
491 507 6617
492 1238 8097
493 517 9619
494 729 5012
495 899 4236
496 612 560
497 2194 2817
498 1592 5809
499 1862 7149
500 1934 5013
501 1796 3128
502 2462 7458
503 2290 2137
504 1199 8377
505 1611 9564
506 1919 6213
507 1678 638
508 1000 8263
509 2142 1996
510 2102 968
511 1855 4608
512 1044 4238
513 1646 5247
514 1783 9473
515 2316 2346
516 1191 8868
517 906 9886
518 1480 8422
519 1461 6102
520 2044 1748
521 1047 4647
522 2232 4327
523 1916 4188
524 2331 8052
525 1376 736
526 1713 4341
527 1938 1824
528 683 367
529 2276 6819
530 2073 966
531 648 5612
532 1941 5254
533 2326 8125
534 963 7808
535 1922 6317
536 1877 3459
537 1704 690
538 547 4314
539 2473 8179
540 551 7455
541 661 6904
542 2452 2055
543 2493 7622
544 1399 7918
545 1771 6788
546 1059 2837
547 1574 1633
548 1066 2699
549 670 748
550 800 8323
551 2179 6337
552 796 2798
553 1233 696
554 1454 2661
555 1574 4343
556 1630 2701
557 1227 6829
558 985 4925
559 922 7207
560 2197 1190
561 732 2052
562 1532 7473
563 2210 3114
564 1764 5975
565 1799 8395
566 1629 7921
567 1776 2178
568 1437 1940
569 1011 2145
570 2329 2980
571 2231 3082
572 1819 2066
573 2221 248
574 2305 2699
575 2320 5638
576 1049 3890
577 2149 8038
578 1829 5777
579 771 4636
580 1359 9774
581 1332 374
582 1277 7746
583 2053 7756
584 749 6745
585 1011 4231
586 1643 8800
587 776 7827
588 1099 1162
589 1511 7784
590 2289 9089
591 2067 8049
592 2285 8281
593 2265 4210
594 926 6904
595 710 7547
596 942 5948
597 2307 7766
598 1752 4171
599 896 8864
600 1846 6269
601 1817 3677
602 642 8533
603 2221 1675
604 2101 6349
605 685 2260
606 2466 4891
607 1827 6487
608 887 8150
609 845 4254
610 623 7888
611 2481 4603
612 2126 8030
613 742 9515
614 1811 1923
615 1164 8926
616 1704 4834
617 1470 728
618 2458 6704
619 2012 8002
620 2188 2085
621 816 5471
622 2486 4715
623 2015 7059
624 1151 7749
625 821 7698
626 2306 9268
627 2147 2884
628 1730 8867
629 1120 6815
630 1557 7149
631 2371 5348
632 1169 3729
633 1279 3627
634 2226 8676
635 1550 8870
636 786 4591
637 2415 3321
638 1414 5580
639 1330 8602
640 756 8945
641 2069 7620
642 1216 4599
643 2241 4779
644 1394 8636
645 1490 7509
646 1267 3934
647 809 9881
648 1757 2592
649 1325 2437
650 2422 583
651 1606 2738
652 1196 7857
653 1721 5232
654 1793 4264
655 822 6910
656 1842 6331
657 2287 4161
658 1965 2451
659 1643 6223
660 2084 2781
661 1681 9367
662 770 269
663 1287 5948
664 1771 3492
665 817 8568
666 1882 6646
667 1225 3967
668 2353 4221
669 2227 988
670 1210 6830
671 1405 7563
672 2153 2897
673 1944 5392
674 1069 740
675 2423 4421
676 2106 378
677 1369 6031
678 758 5451
679 898 6179
680 777 8009
681 2424 428
682 2053 5579
683 2234 8936
684 1821 8403
685 861 3038
686 2459 2118
687 1518 7954
688 1621 8417
689 1043 3284
690 1102 4894
691 1138 4281
692 2303 8561
693 2419 9718
694 1637 4693
695 803 2260
696 2480 9484
697 2163 4475
698 1164 7843
699 1698 904
700 1987 6354
701 2362 9702
702 1447 4769
703 1241 3698
704 2280 9967
705 1454 9413
706 791 8367
707 1973 7904
708 1056 5713
709 2244 9757
710 2343 2423
711 1961 7374
712 1468 8578
713 2258 6823
714 2244 2801
715 1541 5976
716 1446 4231
717 2006 5393
718 1586 346
719 2385 3325
720 844 7686
721 1009 5070
722 829 6467
723 2468 3211
724 1820 9748
725 1873 6486
726 2216 917
727 1614 9412
728 1625 9682
729 1386 2952
730 2158 2038
731 2200 9749
732 2495 459
733 802 4042
734 1704 9633
735 1709 5655
736 2263 5511
737 1152 3592
738 1604 9854
739 2142 4295
740 1609 8570
741 1848 744
742 2472 5776
743 1452 1778
744 1237 1953
745 2263 4331
746 2380 9124
747 1684 2997
748 876 8552
749 2415 289
750 2269 6537
751 2005 8353
752 1624 299
753 2313 7373
754 987 4486
755 1799 8126
756 2163 3778
757 1733 4973
758 2372 4114
759 1635 7753
760 1392 1764
761 1142 9088
762 1082 209
763 1942 5537
764 1559 2761
765 984 3833
766 2458 4076
767 1765 1323
768 963 2306
769 2085 2414
770 935 5346
771 907 3907
772 824 4246
773 2053 4031
774 1757 2996
775 1639 3519
776 820 5298
777 1170 8313
778 2449 7696
779 1274 7515
780 2332 3674
781 1167 822
782 2013 2715
783 1449 4936
784 1559 2349
785 1749 3065
786 2258 7157
787 1166 9158
788 1964 7442
789 2444 7649
790 2336 313
791 1912 5465
792 2111 4666
793 2051 1366
794 1415 2453
795 1455 7907
796 2488 6329
797 1250 7540
798 972 3022
799 1226 3849
800 1593 3754
801 1248 5594
802 2385 2997
803 1944 8245
804 1295 1093
805 1959 6981
806 994 6421
807 900 2798
808 828 7779
809 2189 5361
810 932 6175
811 1204 3649
812 1263 6920
813 1417 3125
814 2442 2429
815 1201 9386
816 1307 4827
817 2273 5799
818 1081 9893
819 845 3347
820 2231 7314
821 2072 3233
822 1138 2121
823 1582 7819
824 2363 581
825 978 4383
826 2142 4597
827 2038 125
828 1523 3209
829 1739 6078
830 1383 3347
831 1091 3599
832 1156 6689
833 1425 7282
834 2286 8622
835 2077 9907
836 2379 3272
837 1509 3580
838 1931 6671
839 1098 898
840 2084 5650
841 2119 5555
842 1173 1370
843 1273 117
844 1951 2650
845 1416 9302
846 1711 4688
847 898 6645
848 1562 4357
849 2113 5650
850 1378 7975
851 1948 5625
852 1401 2753
853 1572 692
854 942 7699
855 1084 2498
856 2330 9668
857 2093 3655
858 1824 2037
859 2143 3493
860 1935 5172
861 2085 6067
862 1262 9653
863 1421 7688
864 2430 6245
865 1359 5823
866 1792 8219
867 2429 4926
868 870 7868
869 1441 9499
870 1279 9363
871 1716 3344
872 1540 4320
873 1162 3537
874 1484 7896
875 982 9278
876 1196 1926
877 1853 1575
878 1675 9166
879 2040 8698
880 1245 5198
881 1136 3431
882 1089 8523
883 1103 818
884 1209 8787
885 1291 1456
886 1582 3027
887 2120 344
888 2233 7206
889 1910 5596
890 1006 4645
891 1903 6708
892 1772 6954
893 1280 5450
894 1356 7032
895 2392 8652
896 1818 958
897 1869 2572
898 1222 989
899 1680 8287
900 1703 9661
901 2469 7883
902 1341 684
903 930 6140
904 1044 1702
905 982 329
906 2475 166
907 1177 2913
908 1422 2677
909 2476 7083
910 1011 7159
911 2272 8125
912 1750 1686
913 1596 9288
914 2043 1908
915 2001 3411
916 2227 7170
917 1685 3955
918 1232 8703
919 2341 143
920 2150 2202
921 1040 3093
922 1446 2976
923 1283 7357
924 1714 2892
925 1394 4541
926 2286 5892
927 2027 8087
928 1974 1802
929 1381 3290
930 1333 6760
931 2473 5401
932 1846 7938
933 1074 2265
934 1119 206
935 1548 1813
936 2042 4006
937 1703 5353
938 1475 6426
939 2064 9245
940 1812 4256
941 1437 6158
942 1523 9531
943 954 4457
944 1897 2669
945 965 6890
946 2315 1511
947 1339 1192
948 1260 3261
949 2339 6831
950 1539 5239
951 1797 605
952 2371 6981
953 1651 3142
954 1205 3432
955 1494 3712
956 2345 6942
957 2414 8393
958 1778 5654
959 998 6537
960 2422 2840
961 1699 9866
962 1302 5932
963 1247 8200
964 2131 471
965 1556 959
966 1886 4448
967 2159 9606
968 2475 9168
969 2320 3473
970 1432 1018
971 1579 6254
972 1857 2871
973 1618 7304
974 1069 4174
975 1119 8128
976 1533 5373
977 1478 8563
978 2386 8533
979 2445 9613
980 2398 3996
981 1308 3096
982 2201 633
983 1914 4275
984 1142 6727
985 1455 1096
986 1250 2464
987 1656 175
988 2455 6557
989 1466 7969
990 2240 6409
991 2044 8913
992 1810 8368
993 1185 7487
994 1094 1640
995 2140 9752
996 1510 6007
997 1397 7744
998 1732 6049
999 2115 1473
1000 1652 3419
1001 1680 8502
1002 1229 7756
1003 2326 625
1004 1584 1468
1005 1017 9910
1006 1886 4307
1007 2027 8456
1008 1799 2268
1009 1463 5717
1010 1081 2766
1011 1279 1186
1012 2281 2858
1013 2490 1292
1014 1571 2159
1015 2196 1445
1016 2081 2939
1017 2287 776
1018 1896 756
1019 1470 9945
1020 1317 9013
1021 1256 0
1022 2226 9448
1023 1137 9025
1024 1691 582
1025 2347 4599
1026 1609 8855
1027 1260 1979
1028 1524 2994
1029 2119 4825
1030 1916 8477
1031 2408 2639
1032 1929 4035
1033 1147 2464
1034 1460 9190
1035 1072 7243
1036 2063 8206
1037 1353 416
1038 2460 2649
1039 2340 817
1040 2291 3676
1041 1649 5975
1042 1056 4180
1043 1554 2402
1044 1430 8976
1045 2477 7730
1046 1685 7647
1047 2226 7567
1048 2168 8091
1049 1578 775
1050 1701 7015
1051 2155 5932
1052 2068 7258
1053 1664 9317
1054 1389 4268
1055 1339 3184
1056 1337 7144
1057 1133 3254
1058 1910 2115
1059 1719 5077
1060 2299 7025
1061 2326 7772
1062 1965 4011
1063 1367 7117
1064 1884 5724
1065 2363 3357
1066 2020 6347
1067 2207 537
1068 1804 2982
1069 1076 7182
1070 2347 7256
1071 1748 3676
1072 1722 8662
1073 1652 7566
1074 2389 4981
1075 1385 6119
1076 1932 871
1077 1847 3519
1078 2007 8554
1079 2343 6338
1080 1545 866
1081 1356 3346
1082 1865 4214
1083 1895 5122
1084 1635 8735
1085 1663 554
1086 1755 736
1087 1869 8894
1088 1424 8291
1089 1183 9492
1090 2474 3516
1091 1111 5288
1092 1662 4550
1093 1740 8714
1094 1329 6290
1095 1827 821
1096 1795 2650
1097 1917 2154
1098 2210 2595
1099 1446 285
1100 2346 3128
1101 2451 8531
1102 2479 9898
1103 2333 7983
1104 2336 9171
1105 2013 4722
1106 1551 4900
1107 1252 6965
1108 2383 5815
1109 1438 9474
1110 1995 6449
1111 1580 1174
1112 1781 190
1113 1788 8367
1114 1311 5215
1115 1674 1996
1116 2454 8535
1117 2054 507
1118 1318 4414
1119 1834 6943
1120 1502 5814
1121 1425 3086
1122 2049 9922
1123 2309 911
1124 1765 6218
1125 1491 2615
1126 1241 1494
1127 1711 3655
1128 2347 6425
1129 2068 1775
1130 2040 8785
1131 1685 1502
1132 1765 172
1133 2034 4008
1134 1751 945
1135 1220 7916
1136 2423 1293
1137 1617 5875
1138 2355 2329
1139 2369 1939
1140 1870 325
1141 2033 4844
1142 1226 2524
1143 1177 9446
1144 2278 2634
1145 2473 8341
1146 2086 4367
1147 1993 7150
1148 1290 4144
1149 1347 1689
1150 1284 3044
1151 1856 2699
1152 1390 3298
1153 1382 3014
1154 2390 7338
1155 1646 2550
1156 2061 4577
1157 1839 3048
1158 2297 9132
1159 2465 3830
1160 1821 4226
1161 2225 3463
1162 1827 7588
1163 2327 6617
1164 1389 14
1165 1229 521
1166 1317 22
1167 1449 1505
1168 1612 1708
1169 1200 4174
1170 2481 8452
1171 2027 2856
1172 1660 6680
1173 1421 1307
1174 1694 5917
1175 1358 3650
1176 2276 6720
1177 1373 206
1178 1656 1009
1179 1571 9453
1180 1981 2761
1181 1359 2840
1182 2262 4769
1183 1214 4080
1184 2408 6765
1185 2438 7180
1186 1828 8
1187 1665 6605
1188 2233 595
1189 2459 8334
1190 1609 732
1191 1344 6792
1192 1206 3653
1193 1390 3618
1194 2120 9534
1195 1874 7106
1196 1389 6144
1197 1642 4125
1198 2008 6815
1199 2460 9051
1200 2376 209
1201 1920 2742
1202 1245 1756
1203 1294 5950
1204 2278 7031
1205 2020 307
1206 1873 1398
1207 2331 771
1208 2258 8751
1209 1576 8726
1210 1885 5881
1211 2171 7978
1212 1704 2572
1213 1279 5132
1214 1840 2525
1215 1781 5304
1216 2131 4210
1217 2058 8142
1218 2242 2370
1219 2038 4834
1220 2420 6318
1221 2258 467
1222 1792 7864
1223 1474 8290
1224 1966 7208
1225 1562 8695
1226 2421 5138
1227 1561 255
1228 1978 4305
1229 1326 6779
1230 2372 1822
1231 2311 6169
1232 1464 1346
1233 2124 2762
1234 1843 7632
1235 1626 1683
1236 1637 6500
1237 2160 2261
1238 1662 5596
1239 2452 3137
1240 1463 6206
1241 2457 8680
1242 1860 405
1243 2119 3986
1244 1645 3109
1245 2435 3265
1246 2367 6601
1247 1360 8050
1248 1470 8241
1249 2218 6335
1250 1917 4316
1251 2469 4073
1252 2256 285
1253 1306 3630
1254 1484 5697
1255 1435 4757
1256 1468 8793
1257 1689 6317
1258 1270 9064
1259 1343 9112
1260 2125 2023
1261 1804 1703
1262 1409 7178
1263 2182 2549
1264 1556 359
1265 1940 5840
1266 1289 8737
1267 2060 4264
1268 1501 1193
1269 1619 4816
1270 1400 3331
1271 1953 6527
1272 1842 2237
1273 2300 3001
1274 1336 5188
1275 1631 4920
1276 1358 7938
1277 1745 2979
1278 1400 5776
1279 1572 3435
1280 1628 4509
1281 1950 5164
1282 1763 3185
1283 2152 2884
1284 1538 3362
1285 1701 2639
1286 1927 8159
1287 1965 2577
1288 1653 3722
1289 2416 5441
1290 1614 7339
1291 1737 9575
1292 1940 5219
1293 1535 3554
1294 2387 4582
1295 1902 234
1296 2049 2578
1297 1810 7274
1298 2250 1286
1299 1932 7105
1300 1399 2371
1301 1561 568
1302 1519 5628
1303 1827 9336
1304 1760 1875
1305 2325 894
1306 1924 6387
1307 1892 1262
1308 1407 6350
1309 1934 2421
1310 2443 8452
1311 2068 9312
1312 1955 5871
1313 1484 8491
1314 2034 1637
1315 2182 7876
1316 2478 1590
1317 1469 3880
1318 2145 7890
1319 2234 2169
1320 2458 1081
1321 1501 3528
1322 1429 5035
1323 1723 4109
1324 2166 7567
1325 1578 7489
1326 1742 4707
1327 2231 8656
1328 2206 4489
1329 2297 1032
1330 2240 7788
1331 1991 3161
1332 1975 7713
1333 1980 3999
1334 1945 4183
1335 1421 5633
1336 1445 5469
1337 2057 8720
1338 2145 9872
1339 2415 6046
1340 2046 5287
1341 1788 2375
1342 2040 2442
1343 2408 369
1344 2082 1280
1345 2167 739
1346 1538 5268
1347 2065 5890
1348 2377 4949
1349 2475 1122
1350 1438 6507
1351 1588 1414
1352 1527 4585
1353 1687 3850
1354 1868 330
1355 2476 1832
1356 1761 3998
1357 2384 1968
1358 1715 7059
1359 1578 7714
1360 1928 2741
1361 1534 2175
1362 2164 1134
1363 2050 3485
1364 1380 276
1365 2134 5889
1366 1671 2505
1367 1671 6841
1368 1806 6736
1369 1536 5912
1370 2063 9900
1371 1800 4571
1372 2035 7134
1373 1953 7264
1374 1704 2673
1375 1412 4531
1376 2268 8067
1377 1702 527
1378 1537 7456
1379 2092 1375
1380 1740 7883
1381 2107 5247
1382 2264 7894
1383 1996 8136
1384 1404 9845
1385 1501 4114
1386 1450 7241
1387 2133 9270
1388 2348 6320
1389 1594 4152
1390 1799 7537
1391 1600 9792
1392 2377 957
1393 2375 2605
1394 1514 1576
1395 1548 7261
1396 2236 5708
1397 1601 505
1398 1554 4150
1399 2360 1593
1400 1976 8375
1401 1631 9373
1402 2413 7265
1403 1520 5982
1404 1760 5269
1405 1448 8743
1406 1444 4482
1407 2208 6514
1408 2317 1532
1409 2295 3489
1410 1443 2052
1411 2404 7635
1412 2208 6620
1413 1936 9699
1414 1955 2249
1415 2393 2343
1416 1841 3144
1417 1486 4259
1418 2488 8220
1419 1659 8979
1420 1715 4025
1421 2081 3409
1422 2463 6041
1423 1648 7896
1424 2450 4497
1425 1822 5037
1426 2350 8298
1427 2198 8764
1428 1486 8385
1429 2453 8108
1430 2088 3172
1431 2331 9899
1432 2137 1028
1433 2129 4424
1434 1561 2614
1435 2396 7962
1436 1632 464
1437 1767 136
1438 1756 190
1439 2277 8306
1440 1721 5363
1441 1720 8819
1442 2130 2801
1443 2165 7484
1444 2249 9340
1445 1802 1303
1446 1814 6923
1447 1680 990
1448 2120 1170
1449 2268 3249
1450 2379 481
1451 2220 8988
1452 1552 3448
1453 1747 1650
1454 2367 9194
1455 2220 2158
1456 1554 9544
1457 2452 999
1458 2048 477
1459 1681 5751
1460 1757 6140
1461 2475 7650
1462 2078 1534
1463 2453 1169
1464 2216 9518
1465 2400 6014
1466 2454 1736
1467 1721 3509
1468 2398 9656
1469 2278 7275
1470 2249 2048
1471 2103 315
1472 1710 2752
1473 1750 4819
1474 2107 5852
1475 2198 2885
1476 1503 4525
1477 1812 6504
1478 1921 8517
1479 1721 557
1480 2152 5692
1481 1597 2362
1482 2080 1
1483 1777 9986
1484 1830 1199
1485 1513 8148
1486 2338 7440
1487 1811 2834
1488 2396 1123
1489 2278 7385
1490 1634 950
1491 1931 5516
1492 2057 5668
1493 1851 6342
1494 2400 1860
1495 1759 7672
1496 2261 2876
1497 1626 985
1498 2348 5639
1499 2203 8043
1500 2044 1953
1501 2171 1128
1502 1688 4651
1503 1926 848
1504 1597 2892
1505 1954 2240
1506 1962 2238
1507 2210 8288
1508 1739 6105
1509 1610 108
1510 2459 8593
1511 1802 8743
1512 1706 286
1513 2470 7251
1514 2077 2739
1515 1844 4220
1516 1670 9867
1517 2393 3106
1518 2274 2392
1519 2017 3285
1520 1717 3767
1521 2212 5006
1522 2031 425
1523 2298 987
1524 2198 627
1525 1588 3
1526 2039 7728
1527 1800 6838
1528 1704 2860
1529 1956 3089
1530 1974 3973
1531 2433 8759
1532 2469 3277
1533 1626 8517
1534 2438 5024
1535 2087 9982
1536 1647 6314
1537 2380 2775
1538 2400 9694
1539 2342 6757
1540 1907 4193
1541 2262 5675
1542 1577 7480
1543 2406 7744
1544 1812 5811
1545 1695 4634
1546 1682 9607
1547 1793 3369
1548 2379 3643
1549 2139 9209
1550 1693 1332
1551 1952 755
1552 2485 5533
1553 1749 8632
1554 2476 2371
1555 1970 962
1556 1660 4203
1557 2460 2277
1558 1611 3190
1559 2296 490
1560 2262 3152
1561 1863 6368
1562 2416 4791
1563 2281 1608
1564 2320 8251
1565 1726 3380
1566 1894 4908
1567 2426 6697
1568 2379 8934
1569 1797 6680
1570 2220 6243
1571 1871 7347
1572 2197 6879
1573 1635 4440
1574 1612 1032
1575 2396 8526
1576 2082 3334
1577 1689 6897
1578 2170 1307
1579 2194 7750
1580 2416 3167
1581 1879 4151
1582 2027 6415
1583 1960 3810
1584 2466 1863
1585 2220 9567
1586 2296 2525
1587 1808 9656
1588 2242 7059
1589 2277 93
1590 1975 4894
1591 1596 7222
1592 2259 9793
1593 1779 7790
1594 1926 237
1595 2269 6755
1596 2448 4412
1597 2200 7845
1598 1655 7858
1599 2385 7444
1600 1885 4796
1601 2491 5605
1602 1649 573
1603 2362 6042
1604 2446 4556
1605 1942 7439
1606 2141 8357
1607 2298 3558
1608 1861 6296
1609 2209 9741
1610 1912 8986
1611 1803 9254
1612 2118 983
1613 1994 7256
1614 1713 3106
1615 2131 4934
1616 2042 8974
1617 1990 7649
1618 2204 3795
1619 1736 7925
1620 2253 9364
1621 1820 2646
1622 2478 6341
1623 1791 6888
1624 1961 9767
1625 2168 9282
1626 2344 2419
1627 2020 9041
1628 2424 4865
1629 2054 6629
1630 2092 3612
1631 1912 7903
1632 2299 3378
1633 2166 6140
1634 1875 7749
1635 2295 4341
1636 2352 3055
1637 2253 3127
1638 2189 3425
1639 2271 9427
1640 2174 5920
1641 1924 9763
1642 2023 8033
1643 2256 2073
1644 2404 3978
1645 2324 8866
1646 2294 754
1647 2413 1068
1648 2276 6770
1649 2078 1805
1650 1932 7288
1651 1936 4132
1652 1674 7562
1653 2144 5432
1654 1766 2750
1655 1850 2568
1656 2050 2367
1657 1964 6580
1658 2130 7977
1659 1693 9649
1660 2429 7858
1661 2253 2383
1662 2467 9991
1663 2157 4394
1664 1902 7854
1665 2208 6494
1666 2022 8291
1667 1681 3357
1668 1872 1016
1669 1929 4185
1670 2362 4051
1671 2001 6380
1672 2259 5435
1673 1774 7031
1674 2360 6193
1675 2077 9502
1676 1963 1331
1677 1806 7826
1678 1965 5536
1679 2077 5946
1680 2365 9136
1681 1683 4595
1682 1987 7232
1683 2130 232
1684 1769 2183
1685 2490 7907
1686 2396 495
1687 2052 3539
1688 2013 575
1689 2067 8840
1690 2016 802
1691 2180 6303
1692 1768 1966
1693 1872 7893
1694 2222 4673
1695 2296 3643
1696 2309 7342
1697 2264 8666
1698 2388 7846
1699 2007 4125
1700 2112 5213
1701 2031 165
1702 2036 958
1703 2315 2376
1704 2428 6011
1705 2250 5401
1706 2122 5617
1707 1746 7620
1708 2424 3950
1709 2077 9462
1710 2073 9146
1711 2314 3196
1712 2185 626
1713 2049 4045
